,word,sentiment
16599,golden,positive
16600,good,positive
16601,goodly,positive
16602,goodness,positive
16603,goodwill,positive
16604,goof,negative
16605,goofy,negative
16606,goon,negative
16607,goood,positive
16608,gooood,positive
16609,gorgeous,positive
16610,gorgeously,positive
16611,gossip,negative
16612,grace,positive
16613,graceful,positive
16614,gracefully,positive
16615,graceless,negative
16616,gracelessly,negative
16617,gracious,positive
16618,graciously,positive
16619,graciousness,positive
16620,graft,negative
16621,grainy,negative
16622,grand,positive
16623,grandeur,positive
16624,grapple,negative
16625,grate,negative
16626,grateful,positive
16627,gratefully,positive
16628,gratification,positive
16629,gratified,positive
16630,gratifies,positive
16631,gratify,positive
16632,gratifying,positive
16633,gratifyingly,positive
16634,grating,negative
16635,gratitude,positive
16636,gravely,negative
16637,greasy,negative
16638,great,positive
16639,greatest,positive
16640,greatness,positive
16641,greed,negative
16642,greedy,negative
16643,grief,negative
16644,grievance,negative
16645,grievances,negative
16646,grieve,negative
16647,grieving,negative
16648,grievous,negative
16649,grievously,negative
16650,grim,negative
16651,grimace,negative
16652,grin,positive
16653,grind,negative
16654,gripe,negative
16655,gripes,negative
16656,grisly,negative
16657,gritty,negative
16658,gross,negative
16659,grossly,negative
16660,grotesque,negative
16661,grouch,negative
16662,grouchy,negative
16663,groundbreaking,positive
16664,groundless,negative
16665,grouse,negative
16666,growl,negative
16667,grudge,negative
16668,grudges,negative
16669,grudging,negative
16670,grudgingly,negative
16671,gruesome,negative
16672,gruesomely,negative
16673,gruff,negative
16674,grumble,negative
16675,grumpier,negative
16676,grumpiest,negative
16677,grumpily,negative
16678,grumpish,negative
16679,grumpy,negative
16680,guarantee,positive
16681,guidance,positive
16682,guile,negative
16683,guilt,negative
16684,guiltily,negative
16685,guiltless,positive
16686,guilty,negative
16687,gullible,negative
16688,gumption,positive
16689,gush,positive
16690,gusto,positive
16691,gutless,negative
16692,gutsy,positive
16693,gutter,negative
16694,hack,negative
16695,hacks,negative
16696,haggard,negative
16697,haggle,negative
16698,hail,positive
16699,hairloss,negative
16700,halcyon,positive
16701,hale,positive
16702,halfhearted,negative
16703,halfheartedly,negative
16704,hallmark,positive
16705,hallmarks,positive
16706,hallowed,positive
16707,hallucinate,negative
16708,hallucination,negative
16709,hamper,negative
16710,hampered,negative
16711,handicapped,negative
16712,handier,positive
16713,handily,positive
16714,hands-down,positive
16715,handsome,positive
16716,handsomely,positive
16717,handy,positive
16718,hang,negative
16719,hangs,negative
16720,haphazard,negative
16721,hapless,negative
16722,happier,positive
16723,happily,positive
16724,happiness,positive
16725,happy,positive
16726,harangue,negative
16727,harass,negative
16728,harassed,negative
16729,harasses,negative
16730,harassment,negative
16731,harboring,negative
16732,harbors,negative
16733,hard,negative
16734,hard-hit,negative
16735,hard-line,negative
16736,hard-liner,negative
16737,hard-working,positive
16738,hardball,negative
16739,harden,negative
16740,hardened,negative
16741,hardheaded,negative
16742,hardhearted,negative
16743,hardier,positive
16744,hardliner,negative
16745,hardliners,negative
16746,hardship,negative
16747,hardships,negative
16748,hardy,positive
16749,harm,negative
16750,harmed,negative
16751,harmful,negative
16752,harmless,positive
16753,harmonious,positive
16754,harmoniously,positive
16755,harmonize,positive
16756,harmony,positive
16757,harms,negative
16758,harpy,negative
16759,harridan,negative
16760,harried,negative
16761,harrow,negative
16762,harsh,negative
16763,harshly,negative
16764,hasseling,negative
16765,hassle,negative
16766,hassled,negative
16767,hassles,negative
16768,haste,negative
16769,hastily,negative
16770,hasty,negative
16771,hate,negative
16772,hated,negative
16773,hateful,negative
16774,hatefully,negative
16775,hatefulness,negative
16776,hater,negative
16777,haters,negative
16778,hates,negative
16779,hating,negative
16780,hatred,negative
16781,haughtily,negative
16782,haughty,negative
16783,haunt,negative
16784,haunting,negative
16785,havoc,negative
16786,hawkish,negative
16787,haywire,negative
16788,hazard,negative
16789,hazardous,negative
16790,haze,negative
16791,hazy,negative
16792,head-aches,negative
16793,headache,negative
16794,headaches,negative
16795,headway,positive
16796,heal,positive
16797,healthful,positive
16798,healthy,positive
16799,heartbreaker,negative
16800,heartbreaking,negative
16801,heartbreakingly,negative
16802,hearten,positive
16803,heartening,positive
16804,heartfelt,positive
16805,heartily,positive
16806,heartless,negative
16807,heartwarming,positive
16808,heathen,negative
16809,heaven,positive
16810,heavenly,positive
16811,heavy-handed,negative
16812,heavyhearted,negative
16813,heck,negative
16814,heckle,negative
16815,heckled,negative
16816,heckles,negative
16817,hectic,negative
16818,hedge,negative
16819,hedonistic,negative
16820,heedless,negative
16821,hefty,negative
16822,hegemonism,negative
16823,hegemonistic,negative
16824,hegemony,negative
16825,heinous,negative
16826,hell,negative
16827,hell-bent,negative
16828,hellion,negative
16829,hells,negative
16830,helped,positive
16831,helpful,positive
16832,helping,positive
16833,helpless,negative
16834,helplessly,negative
16835,helplessness,negative
16836,heresy,negative
16837,heretic,negative
16838,heretical,negative
16839,hero,positive
16840,heroic,positive
16841,heroically,positive
16842,heroine,positive
16843,heroize,positive
16844,heros,positive
16845,hesitant,negative
16846,hestitant,negative
16847,hideous,negative
16848,hideously,negative
16849,hideousness,negative
16850,high-priced,negative
16851,high-quality,positive
16852,high-spirited,positive
16853,hilarious,positive
16854,hiliarious,negative
16855,hinder,negative
16856,hindrance,negative
16857,hiss,negative
16858,hissed,negative
16859,hissing,negative
16860,ho-hum,negative
16861,hoard,negative
16862,hoax,negative
16863,hobble,negative
16864,hogs,negative
16865,hollow,negative
16866,holy,positive
16867,homage,positive
16868,honest,positive
16869,honesty,positive
16870,honor,positive
16871,honorable,positive
16872,honored,positive
16873,honoring,positive
16874,hoodium,negative
16875,hoodwink,negative
16876,hooligan,negative
16877,hooray,positive
16878,hopeful,positive
16879,hopeless,negative
16880,hopelessly,negative
16881,hopelessness,negative
16882,horde,negative
16883,horrendous,negative
16884,horrendously,negative
16885,horrible,negative
16886,horrid,negative
16887,horrific,negative
16888,horrified,negative
16889,horrifies,negative
16890,horrify,negative
16891,horrifying,negative
16892,horrifys,negative
16893,hospitable,positive
16894,hostage,negative
16895,hostile,negative
16896,hostilities,negative
16897,hostility,negative
16898,hot,positive
16899,hotbeds,negative
16900,hotcake,positive
16901,hotcakes,positive
16902,hothead,negative
16903,hotheaded,negative
16904,hothouse,negative
16905,hottest,positive
16906,hubris,negative
16907,huckster,negative
16908,hug,positive
16909,hum,negative
16910,humane,positive
16911,humble,positive
16912,humid,negative
16913,humiliate,negative
16914,humiliating,negative
16915,humiliation,negative
16916,humility,positive
16917,humming,negative
16918,humor,positive
16919,humorous,positive
16920,humorously,positive
16921,humour,positive
16922,humourous,positive
16923,hung,negative
16924,hurt,negative
16925,hurted,negative
16926,hurtful,negative
16927,hurting,negative
16928,hurts,negative
16929,hustler,negative
16930,hype,negative
16931,hypocricy,negative
16932,hypocrisy,negative
16933,hypocrite,negative
16934,hypocrites,negative
16935,hypocritical,negative
16936,hypocritically,negative
16937,hysteria,negative
16938,hysteric,negative
16939,hysterical,negative
16940,hysterically,negative
16941,hysterics,negative
16942,ideal,positive
16943,idealize,positive
16944,ideally,positive
16945,idiocies,negative
16946,idiocy,negative
16947,idiot,negative
16948,idiotic,negative
16949,idiotically,negative
16950,idiots,negative
16951,idle,negative
16952,idol,positive
16953,idolize,positive
16954,idolized,positive
16955,idyllic,positive
16956,ignoble,negative
16957,ignominious,negative
16958,ignominiously,negative
16959,ignominy,negative
16960,ignorance,negative
16961,ignorant,negative
16962,ignore,negative
16963,ill-advised,negative
16964,ill-conceived,negative
16965,ill-defined,negative
16966,ill-designed,negative
16967,ill-fated,negative
16968,ill-favored,negative
16969,ill-formed,negative
16970,ill-mannered,negative
16971,ill-natured,negative
16972,ill-sorted,negative
16973,ill-tempered,negative
16974,ill-treated,negative
16975,ill-treatment,negative
16976,ill-usage,negative
16977,ill-used,negative
16978,illegal,negative
16979,illegally,negative
16980,illegitimate,negative
16981,illicit,negative
16982,illiterate,negative
16983,illness,negative
16984,illogic,negative
16985,illogical,negative
16986,illogically,negative
16987,illuminate,positive
16988,illuminati,positive
16989,illuminating,positive
16990,illumine,positive
16991,illusion,negative
16992,illusions,negative
16993,illusory,negative
16994,illustrious,positive
16995,ilu,positive
16996,imaculate,positive
16997,imaginary,negative
16998,imaginative,positive
16999,imbalance,negative
17000,imbecile,negative
17001,imbroglio,negative
17002,immaculate,positive
17003,immaculately,positive
17004,immaterial,negative
17005,immature,negative
17006,immense,positive
17007,imminence,negative
17008,imminently,negative
17009,immobilized,negative
17010,immoderate,negative
17011,immoderately,negative
17012,immodest,negative
17013,immoral,negative
17014,immorality,negative
17015,immorally,negative
17016,immovable,negative
17017,impair,negative
17018,impaired,negative
17019,impartial,positive
17020,impartiality,positive
17021,impartially,positive
17022,impasse,negative
17023,impassioned,positive
17024,impatience,negative
17025,impatient,negative
17026,impatiently,negative
17027,impeach,negative
17028,impeccable,positive
17029,impeccably,positive
17030,impedance,negative
17031,impede,negative
17032,impediment,negative
17033,impending,negative
17034,impenitent,negative
17035,imperfect,negative
17036,imperfection,negative
17037,imperfections,negative
17038,imperfectly,negative
17039,imperialist,negative
17040,imperil,negative
17041,imperious,negative
17042,imperiously,negative
17043,impermissible,negative
17044,impersonal,negative
17045,impertinent,negative
17046,impetuous,negative
17047,impetuously,negative
17048,impiety,negative
17049,impinge,negative
17050,impious,negative
17051,implacable,negative
17052,implausible,negative
17053,implausibly,negative
17054,implicate,negative
17055,implication,negative
17056,implode,negative
17057,impolite,negative
17058,impolitely,negative
17059,impolitic,negative
17060,important,positive
17061,importunate,negative
17062,importune,negative
17063,impose,negative
17064,imposers,negative
17065,imposing,negative
17066,imposition,negative
17067,impossible,negative
17068,impossiblity,negative
17069,impossibly,negative
17070,impotent,negative
17071,impoverish,negative
17072,impoverished,negative
17073,impractical,negative
17074,imprecate,negative
17075,imprecise,negative
17076,imprecisely,negative
17077,imprecision,negative
17078,impress,positive
17079,impressed,positive
17080,impresses,positive
17081,impressive,positive
17082,impressively,positive
17083,impressiveness,positive
17084,imprison,negative
17085,imprisonment,negative
17086,improbability,negative
17087,improbable,negative
17088,improbably,negative
17089,improper,negative
17090,improperly,negative
17091,impropriety,negative
17092,improve,positive
17093,improved,positive
17094,improvement,positive
17095,improvements,positive
17096,improves,positive
17097,improving,positive
17098,imprudence,negative
17099,imprudent,negative
17100,impudence,negative
17101,impudent,negative
17102,impudently,negative
17103,impugn,negative
17104,impulsive,negative
17105,impulsively,negative
17106,impunity,negative
17107,impure,negative
17108,impurity,negative
17109,inability,negative
17110,inaccuracies,negative
17111,inaccuracy,negative
17112,inaccurate,negative
17113,inaccurately,negative
17114,inaction,negative
17115,inactive,negative
17116,inadequacy,negative
17117,inadequate,negative
17118,inadequately,negative
17119,inadverent,negative
17120,inadverently,negative
17121,inadvisable,negative
17122,inadvisably,negative
17123,inane,negative
17124,inanely,negative
17125,inappropriate,negative
17126,inappropriately,negative
17127,inapt,negative
17128,inaptitude,negative
17129,inarticulate,negative
17130,inattentive,negative
17131,inaudible,negative
17132,incapable,negative
17133,incapably,negative
17134,incautious,negative
17135,incendiary,negative
17136,incense,negative
17137,incessant,negative
17138,incessantly,negative
17139,incite,negative
17140,incitement,negative
17141,incivility,negative
17142,inclement,negative
17143,incognizant,negative
17144,incoherence,negative
17145,incoherent,negative
17146,incoherently,negative
17147,incommensurate,negative
17148,incomparable,negative
17149,incomparably,negative
17150,incompatability,negative
17151,incompatibility,negative
17152,incompatible,negative
17153,incompetence,negative
17154,incompetent,negative
17155,incompetently,negative
17156,incomplete,negative
17157,incompliant,negative
17158,incomprehensible,negative
17159,incomprehension,negative
17160,inconceivable,negative
17161,inconceivably,negative
17162,incongruous,negative
17163,incongruously,negative
17164,inconsequent,negative
17165,inconsequential,negative
17166,inconsequentially,negative
17167,inconsequently,negative
17168,inconsiderate,negative
17169,inconsiderately,negative
17170,inconsistence,negative
17171,inconsistencies,negative
17172,inconsistency,negative
17173,inconsistent,negative
17174,inconsolable,negative
17175,inconsolably,negative
17176,inconstant,negative
17177,inconvenience,negative
17178,inconveniently,negative
17179,incorrect,negative
17180,incorrectly,negative
17181,incorrigible,negative
17182,incorrigibly,negative
17183,incredible,positive
17184,incredibly,positive
17185,incredulous,negative
17186,incredulously,negative
17187,inculcate,negative
17188,indebted,positive
17189,indecency,negative
17190,indecent,negative
17191,indecently,negative
17192,indecision,negative
17193,indecisive,negative
17194,indecisively,negative
17195,indecorum,negative
17196,indefensible,negative
17197,indelicate,negative
17198,indeterminable,negative
17199,indeterminably,negative
17200,indeterminate,negative
17201,indifference,negative
17202,indifferent,negative
17203,indigent,negative
17204,indignant,negative
17205,indignantly,negative
17206,indignation,negative
17207,indignity,negative
17208,indiscernible,negative
17209,indiscreet,negative
17210,indiscreetly,negative
17211,indiscretion,negative
17212,indiscriminate,negative
17213,indiscriminately,negative
17214,indiscriminating,negative
17215,indistinguishable,negative
17216,individualized,positive
17217,indoctrinate,negative
17218,indoctrination,negative
17219,indolent,negative
17220,indulge,negative
17221,indulgence,positive
17222,indulgent,positive
17223,industrious,positive
17224,ineffective,negative
17225,ineffectively,negative
17226,ineffectiveness,negative
17227,ineffectual,negative
17228,ineffectually,negative
17229,ineffectualness,negative
17230,inefficacious,negative
17231,inefficacy,negative
17232,inefficiency,negative
17233,inefficient,negative
17234,inefficiently,negative
17235,inelegance,negative
17236,inelegant,negative
17237,ineligible,negative
17238,ineloquent,negative
17239,ineloquently,negative
17240,inept,negative
17241,ineptitude,negative
17242,ineptly,negative
17243,inequalities,negative
17244,inequality,negative
17245,inequitable,negative
17246,inequitably,negative
17247,inequities,negative
17248,inescapable,negative
17249,inescapably,negative
17250,inessential,negative
17251,inestimable,positive
17252,inestimably,positive
17253,inevitable,negative
17254,inevitably,negative
17255,inexcusable,negative
17256,inexcusably,negative
17257,inexorable,negative
17258,inexorably,negative
17259,inexpensive,positive
17260,inexperience,negative
17261,inexperienced,negative
17262,inexpert,negative
17263,inexpertly,negative
17264,inexpiable,negative
17265,inexplainable,negative
17266,inextricable,negative
17267,inextricably,negative
17268,infallibility,positive
17269,infallible,positive
17270,infallibly,positive
17271,infamous,negative
17272,infamously,negative
17273,infamy,negative
17274,infected,negative
17275,infection,negative
17276,infections,negative
17277,inferior,negative
17278,inferiority,negative
17279,infernal,negative
17280,infest,negative
17281,infested,negative
17282,infidel,negative
17283,infidels,negative
17284,infiltrator,negative
17285,infiltrators,negative
17286,infirm,negative
17287,inflame,negative
17288,inflammation,negative
17289,inflammatory,negative
17290,inflammed,negative
17291,inflated,negative
17292,inflationary,negative
17293,inflexible,negative
17294,inflict,negative
17295,influential,positive
17296,infraction,negative
17297,infringe,negative
17298,infringement,negative
17299,infringements,negative
17300,infuriate,negative
17301,infuriated,negative
17302,infuriating,negative
17303,infuriatingly,negative
17304,ingenious,positive
17305,ingeniously,positive
17306,ingenuity,positive
17307,ingenuous,positive
17308,ingenuously,positive
17309,inglorious,negative
17310,ingrate,negative
17311,ingratitude,negative
17312,inhibit,negative
17313,inhibition,negative
17314,inhospitable,negative
17315,inhospitality,negative
17316,inhuman,negative
17317,inhumane,negative
17318,inhumanity,negative
17319,inimical,negative
17320,inimically,negative
17321,iniquitous,negative
17322,iniquity,negative
17323,injudicious,negative
17324,injure,negative
17325,injurious,negative
17326,injury,negative
17327,injustice,negative
17328,injustices,negative
17329,innocuous,positive
17330,innovation,positive
17331,innovative,positive
17332,innuendo,negative
17333,inoperable,negative
17334,inopportune,negative
17335,inordinate,negative
17336,inordinately,negative
17337,inpressed,positive
17338,insane,negative
17339,insanely,negative
17340,insanity,negative
17341,insatiable,negative
17342,insecure,negative
17343,insecurity,negative
17344,insensible,negative
17345,insensitive,negative
17346,insensitively,negative
17347,insensitivity,negative
17348,insidious,negative
17349,insidiously,negative
17350,insightful,positive
17351,insightfully,positive
17352,insignificance,negative
17353,insignificant,negative
17354,insignificantly,negative
17355,insincere,negative
17356,insincerely,negative
17357,insincerity,negative
17358,insinuate,negative
17359,insinuating,negative
17360,insinuation,negative
17361,insociable,negative
17362,insolence,negative
17363,insolent,negative
17364,insolently,negative
17365,insolvent,negative
17366,insouciance,negative
17367,inspiration,positive
17368,inspirational,positive
17369,inspire,positive
17370,inspiring,positive
17371,instability,negative
17372,instable,negative
17373,instantly,positive
17374,instigate,negative
17375,instigator,negative
17376,instigators,negative
17377,instructive,positive
17378,instrumental,positive
17379,insubordinate,negative
17380,insubstantial,negative
17381,insubstantially,negative
17382,insufferable,negative
17383,insufferably,negative
17384,insufficiency,negative
17385,insufficient,negative
17386,insufficiently,negative
17387,insular,negative
17388,insult,negative
17389,insulted,negative
17390,insulting,negative
17391,insultingly,negative
17392,insults,negative
17393,insupportable,negative
17394,insupportably,negative
17395,insurmountable,negative
17396,insurmountably,negative
17397,insurrection,negative
17398,intefere,negative
17399,inteferes,negative
17400,integral,positive
17401,integrated,positive
17402,intelligence,positive
17403,intelligent,positive
17404,intelligible,positive
17405,intense,negative
17406,interesting,positive
17407,interests,positive
17408,interfere,negative
17409,interference,negative
17410,interferes,negative
17411,intermittent,negative
17412,interrupt,negative
17413,interruption,negative
17414,interruptions,negative
17415,intimacy,positive
17416,intimate,positive
17417,intimidate,negative
17418,intimidating,negative
17419,intimidatingly,negative
17420,intimidation,negative
17421,intolerable,negative
17422,intolerablely,negative
17423,intolerance,negative
17424,intoxicate,negative
17425,intractable,negative
17426,intransigence,negative
17427,intransigent,negative
17428,intricate,positive
17429,intrigue,positive
17430,intriguing,positive
17431,intriguingly,positive
17432,intrude,negative
17433,intrusion,negative
17434,intrusive,negative
17435,intuitive,positive
17436,inundate,negative
17437,inundated,negative
17438,invader,negative
17439,invalid,negative
17440,invalidate,negative
17441,invalidity,negative
17442,invaluable,positive
17443,invaluablely,positive
17444,invasive,negative
17445,invective,negative
17446,inveigle,negative
17447,inventive,positive
17448,invidious,negative
17449,invidiously,negative
17450,invidiousness,negative
17451,invigorate,positive
17452,invigorating,positive
17453,invincibility,positive
17454,invincible,positive
17455,inviolable,positive
17456,inviolate,positive
17457,invisible,negative
17458,involuntarily,negative
17459,involuntary,negative
17460,invulnerable,positive
17461,irascible,negative
17462,irate,negative
17463,irately,negative
17464,ire,negative
17465,irk,negative
17466,irked,negative
17467,irking,negative
17468,irks,negative
17469,irksome,negative
17470,irksomely,negative
17471,irksomeness,negative
17472,irksomenesses,negative
17473,ironic,negative
17474,ironical,negative
17475,ironically,negative
17476,ironies,negative
17477,irony,negative
17478,irragularity,negative
17479,irrational,negative
17480,irrationalities,negative
17481,irrationality,negative
17482,irrationally,negative
17483,irrationals,negative
17484,irreconcilable,negative
17485,irrecoverable,negative
17486,irrecoverableness,negative
17487,irrecoverablenesses,negative
17488,irrecoverably,negative
17489,irredeemable,negative
17490,irredeemably,negative
17491,irreformable,negative
17492,irregular,negative
17493,irregularity,negative
17494,irrelevance,negative
17495,irrelevant,negative
17496,irreparable,negative
17497,irreplaceable,positive
17498,irreplacible,negative
17499,irrepressible,negative
17500,irreproachable,positive
17501,irresistible,positive
17502,irresistibly,positive
17503,irresolute,negative
17504,irresolvable,negative
17505,irresponsible,negative
17506,irresponsibly,negative
17507,irretating,negative
17508,irretrievable,negative
17509,irreversible,negative
17510,irritable,negative
17511,irritably,negative
17512,irritant,negative
17513,irritate,negative
17514,irritated,negative
17515,irritating,negative
17516,irritation,negative
17517,irritations,negative
17518,isolate,negative
17519,isolated,negative
17520,isolation,negative
17521,issue,negative
17522,issue-free,positive
17523,issues,negative
17524,itch,negative
17525,itching,negative
17526,itchy,negative
17527,jabber,negative
17528,jaded,negative
17529,jagged,negative
17530,jam,negative
17531,jarring,negative
17532,jaundiced,negative
17533,jaw-droping,positive
17534,jaw-dropping,positive
17535,jealous,negative
17536,jealously,negative
17537,jealousness,negative
17538,jealousy,negative
17539,jeer,negative
17540,jeering,negative
17541,jeeringly,negative
17542,jeers,negative
17543,jeopardize,negative
17544,jeopardy,negative
17545,jerk,negative
17546,jerky,negative
17547,jitter,negative
17548,jitters,negative
17549,jittery,negative
17550,job-killing,negative
17551,jobless,negative
17552,joke,negative
17553,joker,negative
17554,jollify,positive
17555,jolly,positive
17556,jolt,negative
17557,jovial,positive
17558,joy,positive
17559,joyful,positive
17560,joyfully,positive
17561,joyous,positive
17562,joyously,positive
17563,jubilant,positive
17564,jubilantly,positive
17565,jubilate,positive
17566,jubilation,positive
17567,jubiliant,positive
17568,judder,negative
17569,juddering,negative
17570,judders,negative
17571,judicious,positive
17572,jumpy,negative
17573,junk,negative
17574,junky,negative
17575,junkyard,negative
17576,justly,positive
17577,jutter,negative
17578,jutters,negative
17579,kaput,negative
17580,keen,positive
17581,keenly,positive
17582,keenness,positive
17583,kid-friendly,positive
17584,kill,negative
17585,killed,negative
17586,killer,negative
17587,killing,negative
17588,killjoy,negative
17589,kills,negative
17590,kindliness,positive
17591,kindly,positive
17592,kindness,positive
17593,knave,negative
17594,knife,negative
17595,knock,negative
17596,knotted,negative
17597,knowledgeable,positive
17598,kook,negative
17599,kooky,negative
17600,kudos,positive
17601,lack,negative
17602,lackadaisical,negative
17603,lacked,negative
17604,lackey,negative
17605,lackeys,negative
17606,lacking,negative
17607,lackluster,negative
17608,lacks,negative
17609,laconic,negative
17610,lag,negative
17611,lagged,negative
17612,lagging,negative
17613,laggy,negative
17614,lags,negative
17615,laid-off,negative
17616,lambast,negative
17617,lambaste,negative
17618,lame,negative
17619,lame-duck,negative
17620,lament,negative
17621,lamentable,negative
17622,lamentably,negative
17623,languid,negative
17624,languish,negative
17625,languor,negative
17626,languorous,negative
17627,languorously,negative
17628,lanky,negative
17629,lapse,negative
17630,lapsed,negative
17631,lapses,negative
17632,large-capacity,positive
17633,lascivious,negative
17634,last-ditch,negative
17635,latency,negative
17636,laud,positive
17637,laudable,positive
17638,laudably,positive
17639,laughable,negative
17640,laughably,negative
17641,laughingstock,negative
17642,lavish,positive
17643,lavishly,positive
17644,law-abiding,positive
17645,lawbreaker,negative
17646,lawbreaking,negative
17647,lawful,positive
17648,lawfully,positive
17649,lawless,negative
17650,lawlessness,negative
17651,layoff,negative
17652,layoff-happy,negative
17653,lazy,negative
17654,lead,positive
17655,leading,positive
17656,leads,positive
17657,leak,negative
17658,leakage,negative
17659,leakages,negative
17660,leaking,negative
17661,leaks,negative
17662,leaky,negative
17663,lean,positive
17664,lech,negative
17665,lecher,negative
17666,lecherous,negative
17667,lechery,negative
17668,led,positive
17669,leech,negative
17670,leer,negative
17671,leery,negative
17672,left-leaning,negative
17673,legendary,positive
17674,lemon,negative
17675,lengthy,negative
17676,less-developed,negative
17677,lesser-known,negative
17678,letch,negative
17679,lethal,negative
17680,lethargic,negative
17681,lethargy,negative
17682,leverage,positive
17683,levity,positive
17684,lewd,negative
17685,lewdly,negative
17686,lewdness,negative
17687,liability,negative
17688,liable,negative
17689,liar,negative
17690,liars,negative
17691,liberate,positive
17692,liberation,positive
17693,liberty,positive
17694,licentious,negative
17695,licentiously,negative
17696,licentiousness,negative
17697,lie,negative
17698,lied,negative
17699,lier,negative
17700,lies,negative
17701,life-threatening,negative
17702,lifeless,negative
17703,lifesaver,positive
17704,light-hearted,positive
17705,lighter,positive
17706,likable,positive
17707,like,positive
17708,liked,positive
17709,likes,positive
17710,liking,positive
17711,limit,negative
17712,limitation,negative
17713,limitations,negative
17714,limited,negative
17715,limits,negative
17716,limp,negative
17717,lionhearted,positive
17718,listless,negative
17719,litigious,negative
17720,little-known,negative
17721,lively,positive
17722,livid,negative
17723,lividly,negative
17724,loath,negative
17725,loathe,negative
17726,loathing,negative
17727,loathly,negative
17728,loathsome,negative
17729,loathsomely,negative
17730,logical,positive
17731,lone,negative
17732,loneliness,negative
17733,lonely,negative
17734,loner,negative
17735,lonesome,negative
17736,long-lasting,positive
17737,long-time,negative
17738,long-winded,negative
17739,longing,negative
17740,longingly,negative
17741,loophole,negative
17742,loopholes,negative
17743,loose,negative
17744,loot,negative
17745,lorn,negative
17746,lose,negative
17747,loser,negative
17748,losers,negative
17749,loses,negative
17750,losing,negative
17751,loss,negative
17752,losses,negative
17753,lost,negative
17754,loud,negative
17755,louder,negative
17756,lousy,negative
17757,lovable,positive
17758,lovably,positive
17759,love,positive
17760,loved,positive
17761,loveless,negative
17762,loveliness,positive
17763,lovelorn,negative
17764,lovely,positive
17765,lover,positive
17766,loves,positive
17767,loving,positive
17768,low-cost,positive
17769,low-price,positive
17770,low-priced,positive
17771,low-rated,negative
17772,low-risk,positive
17773,lower-priced,positive
17774,lowly,negative
17775,loyal,positive
17776,loyalty,positive
17777,lucid,positive
17778,lucidly,positive
17779,luck,positive
17780,luckier,positive
17781,luckiest,positive
17782,luckiness,positive
17783,lucky,positive
17784,lucrative,positive
17785,ludicrous,negative
17786,ludicrously,negative
17787,lugubrious,negative
17788,lukewarm,negative
17789,lull,negative
17790,luminous,positive
17791,lumpy,negative
17792,lunatic,negative
17793,lunaticism,negative
17794,lurch,negative
17795,lure,negative
17796,lurid,negative
17797,lurk,negative
17798,lurking,negative
17799,lush,positive
17800,luster,positive
17801,lustrous,positive
17802,luxuriant,positive
17803,luxuriate,positive
17804,luxurious,positive
17805,luxuriously,positive
17806,luxury,positive
17807,lying,negative
17808,lyrical,positive
17809,macabre,negative
17810,mad,negative
17811,madden,negative
17812,maddening,negative
17813,maddeningly,negative
17814,madder,negative
17815,madly,negative
17816,madman,negative
17817,madness,negative
17818,magic,positive
17819,magical,positive
17820,magnanimous,positive
17821,magnanimously,positive
17822,magnificence,positive
17823,magnificent,positive
17824,magnificently,positive
17825,majestic,positive
17826,majesty,positive
17827,maladjusted,negative
17828,maladjustment,negative
17829,malady,negative
17830,malaise,negative
17831,malcontent,negative
17832,malcontented,negative
17833,maledict,negative
17834,malevolence,negative
17835,malevolent,negative
17836,malevolently,negative
17837,malice,negative
17838,malicious,negative
17839,maliciously,negative
17840,maliciousness,negative
17841,malign,negative
17842,malignant,negative
17843,malodorous,negative
17844,maltreatment,negative
17845,manageable,positive
17846,maneuverable,positive
17847,mangle,negative
17848,mangled,negative
17849,mangles,negative
17850,mangling,negative
17851,mania,negative
17852,maniac,negative
17853,maniacal,negative
17854,manic,negative
17855,manipulate,negative
17856,manipulation,negative
17857,manipulative,negative
17858,manipulators,negative
17859,mar,negative
17860,marginal,negative
17861,marginally,negative
17862,martyrdom,negative
17863,martyrdom-seeking,negative
17864,marvel,positive
17865,marveled,positive
17866,marvelled,positive
17867,marvellous,positive
17868,marvelous,positive
17869,marvelously,positive
17870,marvelousness,positive
17871,marvels,positive
17872,mashed,negative
17873,massacre,negative
17874,massacres,negative
17875,master,positive
17876,masterful,positive
17877,masterfully,positive
17878,masterpiece,positive
17879,masterpieces,positive
17880,masters,positive
17881,mastery,positive
17882,matchless,positive
17883,matte,negative
17884,mature,positive
17885,maturely,positive
17886,maturity,positive
17887,mawkish,negative
17888,mawkishly,negative
17889,mawkishness,negative
17890,meager,negative
17891,meaningful,positive
17892,meaningless,negative
17893,meanness,negative
17894,measly,negative
17895,meddle,negative
17896,meddlesome,negative
17897,mediocre,negative
17898,mediocrity,negative
17899,melancholy,negative
17900,melodramatic,negative
17901,melodramatically,negative
17902,meltdown,negative
17903,memorable,positive
17904,menace,negative
17905,menacing,negative
17906,menacingly,negative
17907,mendacious,negative
17908,mendacity,negative
17909,menial,negative
17910,merciful,positive
17911,mercifully,positive
17912,merciless,negative
17913,mercilessly,negative
17914,mercy,positive
17915,merit,positive
17916,meritorious,positive
17917,merrily,positive
17918,merriment,positive
17919,merriness,positive
17920,merry,positive
17921,mesmerize,positive
17922,mesmerized,positive
17923,mesmerizes,positive
17924,mesmerizing,positive
17925,mesmerizingly,positive
17926,mess,negative
17927,messed,negative
17928,messes,negative
17929,messing,negative
17930,messy,negative
